"Mã sản phẩm","Phương pháp bổ sung","Item Group","Tên sản phẩm","Mã biến thể","Tên biến thể","Công suất","Màu ánh sáng","Chip LED","Nguồn","Kiểu nguồn","Phân loại vỏ","Chóa"
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3HN","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Nhỏ","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3HN","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Nhỏ","150","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3HT","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Dim 1 Cấp","150","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3HT","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, HKLED Dim 1 Cấp","150","Trắng (5.000K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3HT","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Dim 1 Cấp","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3HT","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Dim 1 Cấp","150","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3HD","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Dim 5 Cấp","150","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3HD","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, HKLED Dim 5 Cấp","150","Trắng (5.000K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3HD","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Dim 5 Cấp","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3HD","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Dim 5 Cấp","150","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3DN","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, Done Nhỏ","150","Trắng (6.000K - 6.500K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3DN","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, Done Nhỏ","150","Trắng (5.000K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3DN","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, Done Nhỏ","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3DN","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, Done Nhỏ","150","Vàng (3.000K - 3.200K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3DT","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, Done Dim 1 Cấp","150","Trắng (6.000K - 6.500K)","Lumileds 3030","Done Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3DT","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, Done Dim 1 Cấp","150","Trắng (5.000K)","Lumileds 3030","Done Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3DT","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, Done Dim 1 Cấp","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","Done Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3DT","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, Done Dim 1 Cấp","150","Vàng (3.000K - 3.200K)","Lumileds 3030","Done Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3PT","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, Philips Dim 1 Cấp","150","Trắng (6.000K - 6.500K)","Lumileds 3030","Philips Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3PT","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, Philips Dim 1 Cấp","150","Trắng (5.000K)","Lumileds 3030","Philips Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3PT","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, Philips Dim 1 Cấp","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","Philips Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3PT","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, Philips Dim 1 Cấp","150","Vàng (3.000K - 3.200K)","Lumileds 3030","Philips Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3PD","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, Philips Dim 10 Cấp","150","Trắng (6.000K - 6.500K)","Lumileds 3030","Philips Dim 10 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3PD","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, Philips Dim 10 Cấp","150","Trắng (5.000K)","Lumileds 3030","Philips Dim 10 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3PD","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, Philips Dim 10 Cấp","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","Philips Dim 10 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3PD","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, Philips Dim 10 Cấp","150","Vàng (3.000K - 3.200K)","Lumileds 3030","Philips Dim 10 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3MT","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, Meanwell Dim 1 Cấp","150","Trắng (6.000K - 6.500K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3MT","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, Meanwell Dim 1 Cấp","150","Trắng (5.000K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3MT","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, Meanwell Dim 1 Cấp","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3MT","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, Meanwell Dim 1 Cấp","150","Vàng (3.000K - 3.200K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3ID","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, Inventronics Dim 5 Cấp","150","Trắng (6.000K - 6.500K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3ID","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, Inventronics Dim 5 Cấp","150","Trắng (5.000K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3ID","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, Inventronics Dim 5 Cấp","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3ID","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, Inventronics Dim 5 Cấp","150","Vàng (3.000K - 3.200K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-6P3SL","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (6.000K - 6.500K), Lumileds 3030, Năng lượng mặt trời","150","Trắng (6.000K - 6.500K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-5P3SL","Đèn LED đường phố D25 Chip LED SMD 150W | Trắng (5.000K), Lumileds 3030, Năng lượng mặt trời","150","Trắng (5.000K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-4P3SL","Đèn LED đường phố D25 Chip LED SMD 150W | Trung tính (4.000K - 4.200K), Lumileds 3030, Năng lượng mặt trời","150","Trung tính (4.000K - 4.200K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S150-3P3SL","Đèn LED đường phố D25 Chip LED SMD 150W | Vàng (3.000K - 3.200K), Lumileds 3030, Năng lượng mặt trời","150","Vàng (3.000K - 3.200K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3HN","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Nhỏ","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3HN","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, HKLED Nhỏ","200","Trắng (5.000K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3HN","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Nhỏ","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3HN","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Nhỏ","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3HT","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 1 Cấp","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3HT","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 1 Cấp","200","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3HT","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 1 Cấp","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3HT","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 1 Cấp","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3HD","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 5 Cấp","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3HD","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 5 Cấp","200","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3HD","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 5 Cấp","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3HD","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 5 Cấp","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3DN","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, Done Nhỏ","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3DN","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, Done Nhỏ","200","Trắng (5.000K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3DN","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Done Nhỏ","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3DN","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, Done Nhỏ","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3DT","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, Done Dim 1 Cấp","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3DT","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, Done Dim 1 Cấp","200","Trắng (5.000K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3DT","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Done Dim 1 Cấp","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3DT","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, Done Dim 1 Cấp","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3PT","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, Philips Dim 1 Cấp","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3PT","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, Philips Dim 1 Cấp","200","Trắng (5.000K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3PT","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Philips Dim 1 Cấp","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3PT","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, Philips Dim 1 Cấp","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3PD","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, Philips Dim 10 Cấp","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3PD","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, Philips Dim 10 Cấp","200","Trắng (5.000K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3PD","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Philips Dim 10 Cấp","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3PD","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, Philips Dim 10 Cấp","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3MT","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, Meanwell Dim 1 Cấp","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","Meanwell Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3MT","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, Meanwell Dim 1 Cấp","200","Trắng (5.000K)","Bridgelux 3030","Meanwell Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3MT","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Meanwell Dim 1 Cấp","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Meanwell Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3MT","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, Meanwell Dim 1 Cấp","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","Meanwell Dim 1 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3ID","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, Inventronics Dim 5 Cấp","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","Inventronics Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-5B3ID","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (5.000K), Bridgelux 3030, Inventronics Dim 5 Cấp","200","Trắng (5.000K)","Bridgelux 3030","Inventronics Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-4B3ID","Đèn LED đường phố D25 Chip LED SMD 200W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Inventronics Dim 5 Cấp","200","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Inventronics Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-3B3ID","Đèn LED đường phố D25 Chip LED SMD 200W | Vàng (3.000K - 3.200K), Bridgelux 3030, Inventronics Dim 5 Cấp","200","Vàng (3.000K - 3.200K)","Bridgelux 3030","Inventronics Dim 5 Cấp","Nguồn to","",""
"DD25S","Sản xuất","Đèn LED đường phố D25 Chip LED SMD","Đèn LED đường phố D25 Chip LED SMD","DD25S200-6B3SL","Đèn LED đường phố D25 Chip LED SMD 200W | Trắng (6.000K - 6.500K), Bridgelux 3030, Năng lượng mặt trời","200","Trắng (6.000K - 6.500K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to","",""
